"Language	Tweet ID	Phrase	Metaphoric lemmas	COVID metaphor label	Comment";
"en	1241761803715084291	Corona Fighters	fighter	y	";
"en	1241900909283758082	quarantine snow		n	";
"en	1242041730796531721	Corona virus disease		y	";
"en	1242041730796531721	global health security threat	threat	y	";
"en	1242041730796531721	Smart Investors		n	";
"en	1242175099995926529	war against the Corona virus	war	n	";
"en	1242265606394728448	corona bug	bug	y	";
"en	1242265606394728448	salty pig protein		n	";
"en	1242265606394728448	Tonight s menu		y	";
"en	1242393222892130305	face from virus attack in this corona period	attack	n	";
"en	1242393222892130305	Hooded sweat shirt		n	";
"en	1242471121171156995	fight against corona virus	fight	n	";
"en	1242471121171156995	mental health		y	";
"en	1242648978182885381	Ghost town Corona		y	";
"en	1242648978182885381	home town		n	";
"en	1242708800509038592	Corona evil	evil	y	";
"en	1242979759862108160	storm with this corona virus	storm	n	";
"en	1242979759862108160	uncertain times		y	";
"en	1243176286387912705	covid <NUMBER> At the front line	front line,front	n	";
"en	1243228990279766019	snow day vs corona day		n	";
"en	1243239371857412097	attack by the Corona virus	attack	y	";
"en	1243239371857412097	global pandemic		n	";
"en	1243239371857412097	individual capacities		n	";
"en	1243239371857412097	soldiers of the cause	soldier	y	";
"en	1243267592191709185	disinfectant to fights against Corona	fight	n	VERB";
"en	1243267592191709185	society bldg		n	";
"en	1243267592191709185	Virus with the help of Corporater		y	";
"en	1243822698393993216	frontline in the fight against Corona	frontline,fight	y	";
"en	1243822698393993216	GOVERNMENT HOSPITALS of Mumbai		n	";
"en	1243822698393993216	hospital resident doctors in the BMC		n	";
"en	1243829857445982208	suicide bomb	bomb	y	VERB";
"en	1243829857445982208	fight against CORONA	fight	n	";
"en	1243953653595230210	front lines in the Corona Virus War	front	n	";
"en	1243953653595230210	good morning from Makaha		n	";
"en	1243953653595230210	heath care workers		n	";
"en	1243957751828668419	CORONA DISASTER	disaster	y	";
"en	1243985608051171328	Corona Quarantine		n	";
"en	1243985608051171328	Ep <NUMBER> Disaster Films		y	";
"en	1244019175804284928	normal clothes		n	";
"en	1244019175804284928	private dinner		y	";
"en	1244019175804284928	wee Corona fight back	fight	n	";
"en	1244055864085843968	Biohacking Conference today		n	";
"en	1244055864085843968	Corona storm	storm	n	";
"en	1244055864085843968	few weeks		y	";
"en	1244068300885118976	essential workers on the frontlines	frontline	n	";
"en	1244148383603986432	live stream on Facebook		n	";
"en	1244148383603986432	Sunday at <NUMBER> am on Pacific		n	";
"en	1244233196708835332	fear for govt		n	";
"en	1244233196708835332	fight with corona virus	fight	n	";
"en	1244243014148657152	kids home Ally		n	";
"en	1244243014148657152	lockdown birthday		n	";
"en	1244243014148657152	wonderful day		y	";
"en	1244254551634522112	canonindia official		n	";
"en	1244254551634522112	On Cloud <NUMBER>	on cloud nine	n	idiomatic";
"en	1244265062984044544	Better quality than yesterday		y	";
"en	1244265062984044544	carving lockdown linocut monster		y	";
"en	1244290833060450307	graphic novel by Ben		n	";
"en	1244290833060450307	killer virus	killer	n	";
"en	1244290833060450307	only way		y	";
"en	1244290833060450307	Social distancing		y	";
"en	1244292378623709185	frontline workers	frontline	n	";
"en	1244292378623709185	healing business	business	n	";
"en	1244292378623709185	medical professionals		y	";
"en	1244295371150458888	FOX tonight		n	";
"en	1244295371150458888	front line health professionals	front	n	";
"en	1244295371150458888	local heroes	hero	y	";
"en	1244295371150458888	March 29th		y	";
"en	1244295371150458888	spread of covid		n	";
"en	1244336220399898625	COVID <NUMBER> battle on the home front	front,battle	n	";
"en	1244336220399898625	cyber church		n	";
"en	1244337670211293185	Burton hospital doctor		n	";
"en	1244337670211293185	first frontline NHS worker	frontline	y	";
"en	1244348566694514695	beauty during this covid attack	attack	n	";
"en	1244348566694514695	Collage on paper		n	";
"en	1244348566694514695	Day <NUMBER> <NUMBER> March		n	";
"en	1244348566694514695	paintings in <NUMBER> days		n	";
"en	1244359002995097601	FREE care package		n	";
"en	1244359002995097601	front lines of this pandemic	front	n	";
"en	1244359002995097601	long shifts		y	";
"en	1244366675794747392	Quarantine Blizzard Run at Dairy		n	";
"en	1244379436889387014	awesome find		y	";
"en	1244379436889387014	rockin Men at Work tank		n	";
"en	1244379436889387014	Today s selection for Covid		n	";
"en	1244379436889387014	world tour		y	";
"en	1244384564308594689	virus attack	attack	n	";
"en	1244384564308594689	stunning plot		n	";
"en	1244395349806067718	frontline in this testing times with Covid	frontline	n	";
"en	1244396791380021253	due time		n	";
"en	1244396791380021253	global food prices		n	";
"en	1244396791380021253	more casualties than COVID	casualty	y	";
"en	1244415886007644161	days monster		y	";
"en	1244415886007644161	essential oils		n	";
"en	1244415886007644161	Lockdown lino monster day		n	";
"en	1244415886007644161	Marnana UV smartphone sterilizer		n	";
"en	1244415886007644161	minor setbacks		n	";
"en	1244415886007644161	virus fighting arsenal	fighting,arsenal	n	";
"en	1244535600578826245	battlefield ventilator in war on Covid	battlefield,war	n	";
"en	1244535600578826245	medical devices		n	";
"en	1244535600578826245	team of engineers		n	";
"en	1244536592083140608	Difficult times		n	";
"en	1244536592083140608	First person		n	";
"en	1244536592083140608	Lockdown period at Warriors		y	";
"en	1244536592083140608	such people walking		n	";
"en	1244538725759160320	Amazing clouds during a lockdown sunset		y	";
"en	1244538725759160320	hobbygraphy india gram		n	";
"en	1244556745881550849	other districts		n	";
"en	1244556745881550849	parag shah for assistance		y	";
"en	1244556745881550849	strong fight against Corona	fight	n	";
"en	1244621274464374784	books for ages <NUMBER>		n	";
"en	1244621274464374784	corona battle	battle	y	";
"en	1244621274464374784	work book		n	";
"en	1244630997028802561	Big thanks		n	";
"en	1244630997028802561	front line work	front	y	";
"en	1244874437079564288	<NUMBER> Fever		n	";
"en	1244874437079564288	Fighting Against COVID	fighting	n	VERB";
"en	1244874437079564288	Muscle Pain <NUMBER> Headache		n	";
"en	1245066696299360257	fight against corona	fight	y	";
"en	1245066696299360257	related issues		n	";
"en	1245066696299360257	social cause		y	";
"en	1245279504274202624	battle against Corona virus	battle	n	";
"en	1245279504274202624	Kanjak money		n	";
"en	1245279504274202624	Navaratri with family		n	";
"en	1245440763992969216	bacterial ginger		n	";
"en	1245440763992969216	killer corona virus	killer	n	";
"en	1245440763992969216	Thin strips		y	";
"en	1246138534890790912	corona fight	fight	n	";
"en	1246138534890790912	medical help		y	";
"en	1246138534890790912	obsolete respirator with luck		n	";
"en	1246331605200916481	CORONA Quarantine to an earthquake		n	";
"en	1246331605200916481	hella of day		y	";
"en	1246331605200916481	same time		y	";
"en	1246331605200916481	wild time	wild	y	";
"en	1246441701977337856	beautiful place		n	";
"en	1246441701977337856	Corona virus evil	evil	n	";
"en	1246441701977337856	thing of the past		y	";
"en	1246441701977337856	world class		n	";
"en	1246479620737826816	corona fighters	fighter	n	";
"en	1246625263967928320	Corona quarantine rebellion	rebellion	n	rebellion against quarantine / rebellion during quarantine?";
"en	1246713340199686144	War against the corona in Tower	war	n	";
"en	1246763604956889089	dark evil corona	dark, evil	n	";
"en	1246763604956889089	hearts <USER> <EMOJI>		y	";
"en	1246828748382535681	<NUMBER> <NUMBER> pm		y	";
"en	1246828748382535681	light in the fight against Coronavirus	light,fight	n	elaborated proverb: out of the darkness, into the light";
"en	1246831341498400768	fight against corona	fight	n	";
"en	1246833505595613185	beths Corona Name workout		y	";
"en	1246833505595613185	coronavirusapprovedexercise runningisnotcancelled		y	";
"en	1246833505595613185	killer quarantine burn		y	";
"en	1246833505595613185	second page		y	";
"en	1246833505595613185	Thanks Sam for the killer workout		y	";
"en	1246835816413851648	fight against Corona virus	fight	y	";
"en	1246837461990268928	collective fight against the novel Corona Virus	fight	n	";
"en	1246837461990268928	show of Solidarity		n	";
"en	1246848856702300161	coronavid19 Art		n	";
"en	1246848856702300161	Good Fight	fight	y	";
"en	1246848856702300161	real fighters	fighter	y	";
"en	1246848856702300161	strong women on the frontlines	frontline	y	";
"en	1246848856702300161	virus fight	fight	y	";
"en	1246854035640123393	fight to the corona	fight	n	";
"en	1246857171851194369	Diwali for defeat corona virus	defeat	n	";
"en	1246857171851194369	duty during these lock		y	";
"en	1246857171851194369	health worker		n	";
"en	1246857171851194369	police staff		n	";
"en	1246859026736046081	Fight Against the Pandemic	fight	y	";
"en	1246897241505357825	Corona fight	fight	n	";
"en	1246983377057492994	hand in a fight against Corona	fight	y	";
"en	1247041003841654784	fight against corona	fight	y	";
"en	1247041003841654784	security personnel		n	";
"en	1247041003841654784	short hairs		y	";
"en	1247311544125288448	front lines of the Corona	front	n	";
"en	1247311544125288448	Village community		n	";
"en	1247311544125288448	Virus pandemic		n	";
"en	1247471510861885442	corona fight	fight	n	";
"en	1247471510861885442	Strange times at Acorn		n	";
"en	1247502886436777984	battle against corona	battle	y	";
"en	1247516987913371648	little soldiers	soldier	y	";
"en	1247516987913371648	responsible citizen		n	";
"en	1247516987913371648	war against corona	war	n	";
"en	1247531096763293698	Big ups		n	";
"en	1247531096763293698	custom fit mask		n	";
"en	1247531096763293698	home delivery		y	";
"en	1247531096763293698	Hype Beast in the time of Corona		n	";
"en	1247531096763293698	staysafe at Prospect		n	";
"en	1247692658082021376	front line healthcare workers	front	n	";
"en	1247879911307534337	corona warriors	warrior	n	";
"en	1247879911307534337	Police officers		n	";
"en	1247879911307534337	Sanitation workers		n	";
"en	1247879911307534337	stop determination		n	";
"en	1247879911307534337	token of gratitude		y	";
"en	1248388355693277184	battle with the virus	battle	n	";
"en	1248388355693277184	corona patients		n	";
"en	1248388355693277184	Covid <NUMBER> survivors in Bihar		y	";
"en	1248388355693277184	social stigma in state		n	";
"en	1248388355693277184	social stigma		n	";
"en	1248446582447427584	<NUMBER> PM PDT		n	";
"en	1248446582447427584	HEAVY RAIN of <NUMBER> INCH		n	";
"en	1248446582447427584	INCHES OF RAIN OVER THE LAST <NUMBER> HOURS		y	";
"en	1248590336131305472	front lines against Corona	front	n	";
"en	1248590336131305472	virginiafamilymedicine milanimedspatysons at Virginia		n	";
"en	1248595368666857473	a\xa0media meeting yesterday		y	";
"en	1248595368666857473	edge of a catastrophe in light of Corona virus	catastrophe	n	";
"en	1248595368666857473	health sector		n	";
"en	1248595368666857473	international cooperation in Ministry		n	";
"en	1248595368666857473	Israeli siege		n	";
"en	1249077451306737664	directional arrows		n	";
"en	1249077451306737664	next wave of Corona	wave	y	";
"en	1249077451306737664	sneeze guards		n	";
"en	1249077451306737664	Virus restrictions		n	";
"en	1249183875777126400	corona warrior	warrior	y	";
"en	1249744043120066571	back patio		n	";
"en	1249744043120066571	Hurricane corona		n	";
"en	1249744043120066571	little doozy		n	";
"en	1249744043120066571	rest of the house		y	";
"en	1249771208310173696	direct <NUMBER>		n	";
"en	1249771208310173696	Sars Corona killers	killer	n	";
"en	1250335893816086530	Corona earthquake at Townsville		y	";
"en	1250335893816086530	good measure		n	";
"en	1250428749666856963	CORONA warrior	warrior	n	";
"en	1250428749666856963	Dear friends		n	";
"en	1250428749666856963	Media house Headline		y	";
"en	1250428749666856963	positive pt		n	";
"en	1250757834243018756	corona fight	fight	n	";
"en	1250941008180887554	Fog Lo <NUMBER> FRIDAY Chance		n	";
"en	1250941008180887554	Thu Apr 16th PM Forecast		n	";
"en	1251411974484684801	front liners of this covid battle	front liner,front,battle	y	";
"en	1251411974484684801	Tonight at 6PM visit		y	";
"en	1251501532849287168	legend corona		n	";
"en	1251535477003476992	CT scan		y	";
"en	1251535477003476992	flu like bug	bug	n	";
"en	1251535477003476992	fluid in the spaces in the lungs		n	";
"en	1251535477003476992	new strain of coronavirus		n	";
"en	1251535477003476992	X rays		y	";
"en	1251593875048849411	Cambridge researchers		y	";
"en	1251593875048849411	frontline NHS workers	frontline	y	";
"en	1251696782326849537	team sport fighting covid19	sport,fighting	n	";
"en	1251711294115364864	first responders		n	";
"en	1251711294115364864	front liners during this COVID	front	y	";
"en	1251711294115364864	Shelter in Place day		n	";
"en	1251711294115364864	west coast turn		y	";
"en	1251774609667612677	Matterhorn mountain		y	";
"en	1251774609667612677	fight against coronavirus	fight	n	";
"en	1251826591010902017	fight against the Corona virus pandemic	fight	n	";
"en	1251964449013055489	Atlanta as an expert covid fighter	fighter	n	";
"en	1251964449013055489	hope to the people of New York		n	";
"en	1252115636119109637	paramount importance		y	";
"en	1252115636119109637	frontline warriors	frontline,warrior	y	";
"en	1252115636119109637	test for covid19		n	";
"en	1252199013752999937	COVID frontline	frontline	n	";
"en	1252199013752999937	nhs heroes	hero	n	";
"en	1252208223681200129	Concord center		n	";
"en	1252208223681200129	first responders		n	";
"en	1252208223681200129	heart break hill		n	";
"en	1252208223681200129	Patriots day		n	";
"en	1252208223681200129	silent enemy Covid	enemy	y	";
"en	1252307356639248384	fight against the coronavirus	fight	n	";
"en	1252307356639248384	samaritanspurse s team		y	";
"en	1252307356639248384	women in prayer		n	";
"en	1252310279708381184	Facebook page for an hour		n	";
"en	1252310279708381184	live prayer		y	";
"en	1252310279708381184	Noon <NUMBER> PM Pacific		n	";
"en	1252310279708381184	PM Mountain		y	";
"en	1252356030123479040	<USER> work		y	";
"en	1252356030123479040	front line healthcare workers	frontline	n	";
"en	1252454130649612288	healthcare workers		n	";
"en	1252454130649612288	fight against Covid	fight	n	";
"en	1252581645644730369	<USER> sax kay		n	";
"en	1252581645644730369	Beautiful animation		y	";
"en	1252581645644730369	fight against covid19	fight	n	";
"en	1252616429960134656	26th of April		y	";
"en	1252616429960134656	global fight against the COVID	fight	n	";
"en	1252839044850937858	coronavirus s ass	ass	y	elaborated idiom: kicking coronavirus's ass";
"en	1252839044850937858	disaster pandemic coronavirus	disaster	n	";
"en	1252839044850937858	Women of the world		n	";
"en	1253004881201373185	first responders		n	";
"en	1253004881201373185	floor beginning at a night		y	";
"en	1253004881201373185	safe place		n	";
"en	1253004881201373185	war on covid19	war	y	";
"en	1253025403351990273	COVID <NUMBER> pandemic		n	";
"en	1253025403351990273	front line health care	front	n	";
"en	1253112170784739329	latest salvo		n	";
"en	1253112170784739329	ongoing battle against COVID19	battle	n	";
"en	1253112170784739329	several actions		y	";
"en	1253120344535244801	fuckcovid19 at Chicago		n	";
"en	1253120344535244801	Thanks zombiebrains875 for the killer custom mask		n	";
"en	1253193074190278656	appreciation in this fight against the Corona virus	fight	n	";
"en	1253193074190278656	inspiring video		n	";
"en	1253215808781778945	frontline staff workers	frontline	y	";
"en	1253215808781778945	Health officials of the Surat		n	";
"en	1253215808781778945	sanitary sub		n	";
"en	1253215808781778945	SMC staff test Covid		y	";
"en	1253496390321229824	<NUMBER> p		y	";
"en	1253496390321229824	coronavirus disaster response	disaster	n	";
"en	1253496390321229824	formal plans		n	";
"en	1253520718622580738	covid19 couture face masks		n	";
"en	1253520718622580738	first responders		y	";
"en	1253520718622580738	good friends		n	";
"en	1253520718622580738	medical workers on the front	front	n	";
"en	1253550960212754432	biggest thanks		n	";
"en	1253550960212754432	extra help		y	";
"en	1253550960212754432	middle of the battle against COVID	battle	n	";
"en	1253629123420991489	COVID <NUMBER> struggles	struggle	n	";
"en	1253629123420991489	Muslim brothers		n	";
"en	1253629123420991489	Muslim family abdus		y	";
"en	1253645788154081280	amazing individuals		n	";
"en	1253645788154081280	fight against Covid	fight	y	";
"en	1253645788154081280	incredible mission		n	";
"en	1253645788154081280	single aim		n	";
"en	1253874362136047618	annual DESIGN ON A DIME benefit		y	";
"en	1253874362136047618	front lines of the COVID	front	y	";
"en	1253874362136047618	shopping events		y	";
"en	1253874362136047618	SUPPORT HOUSING WORKS COVID		n	";
"en	1253997086099587073	dawn to dusk		y	";
"en	1253997086099587073	selfless covid <NUMBER> warriors	warrior	y	";
"en	1254009203284467712	God of none division to mankind		n	";
"en	1254009203284467712	noble enemies corona virus	enemy	n	";
"en	1254009203284467712	pandemic in plateau state		n	";
"en	1254009203284467712	plateau state Government		y	";
"en	1254107962223874057	frontline workers during COVID	frontline	n	";
"en	1254291891111309313	fight against Covid	fight	y	";
"en	1254291891111309313	burden on hospitals	burden	n	";
"en	1254291891111309313	prayers to the universe		n	";
"en	1254298642825072647	Corona warriors	warrior	n	";
"en	1254358251799527424	freak coronavirus	freak	y	";
"en	1254358251799527424	Good morning world		n	";
"en	1254390285477588994	containment zones		y	";
"en	1254390285477588994	Lockdown <NUMBER> updates		n	";
"en	1254390285477588994	long fight with coronavirus	fight	y	";
"en	1254390285477588994	relaxations during lockdown		n	";
"en	1254478680488886277	frontline health workers in the fight	frontline,fight	y	";
"en	1254478680488886277	Health workers in Regina		y	";
"en	1254478680488886277	Hospital Mushin as part		y	";
"en	1254492114890756099	few Fabrics		n	";
"en	1254492114890756099	hats for Frontline workers	frontline	y	";
"en	1254492114890756099	masks scrubs		n	";
"en	1254497265290489856	corona threat	threat	y	";
"en	1254497265290489856	daily walks		n	";
"en	1254527153728880645	coronavirus warrior	warrior	y	";
"en	1254646968841887744	face mask		y	";
"en	1254646968841887744	front line	front	y	";
"en	1254646968841887744	victory in the fight against covid	victory,fight	n	";
"en	1254768359284989953	frontliners in the fight against the coronavirus disease	fight	n	";
"en	1254768359284989953	health workers		y	";
"en	1254836697147342853	Front line CORONA warrior	front,warrior	n	";
"en	1254836697147342853	Orthopedic surgeon Salute		y	";
"en	1254882006405722113	frontline workers	frontline	n	";
"en	1254882006405722113	new week		n	";
"en	1254882006405722113	sacrifice in the fight against COVID	sacrifice,fight	n	";
"en	1255090365444640769	STATE OF THE FIGHT AGAINST THE CORONAVIRUS	fight	y	";
"en	1255092510633988096	essential workers on the front lines	front	n	";
"en	1255092510633988096	PA areas		y	";
"en	1255092510633988096	series of fly overs in the NY		n	";
"en	1255123586530062336	frontline of COVID19 with a formation flight	frontline	n	";
"en	1255123586530062336	NEWYORKCITY Today at Noon		y	";
"en	1255160204016132098	frontline of the COVID <NUMBER> response	frontline	n	";
"en	1255160204016132098	Health workers		n	";
"en	1255160204016132098	risk of infection		y	";
"en	1255182588920152064	essential workers		n	";
"en	1255182588920152064	frontline COVID19 responders	frontline	n	";
"en	1255208002673614850	hand sanitizers		y	";
"en	1255208002673614850	monster virus	monster	y	";
"en	1255208002673614850	pandemic by God grace		y	";
"en	1255208002673614850	social distancing		n	";
"en	1255210258533945344	frontline workers	frontline	n	";
"en	1255210258533945344	Sunny Day		y	";
"en	1255210258533945344	UV rays		y	";
"en	1255213597489336323	frontline worker	frontline	y	";
"en	1255217929391689736	artist tomcroftartist		y	";
"en	1255217929391689736	call for artists		n	";
"en	1255217929391689736	fight against the covid19 virus	fight	y	";
"en	1255217929391689736	key frontline workers	frontline	n	";
"en	1255231854774497285	fight against rhe coronavirus	fight	y	";
"en	1255231854774497285	healthcare workers		y	";
"en	1255231854774497285	people appreciation		n	";
"en	1255238222696808455	covid fight	fight	n	";
"en	1255242597578289155	frontline COVID	frontline	n	";
"en	1255307687912452097	fight against covid19	fight	y	";
"en	1255307687912452097	the hardest blow	blow	n	";
"en	1255359988706443264	IAS officer		y	";
"en	1255359988706443264	WomenWarriors at the forefront of the battle against COVID	battle	y	";
"en	1255401456737361921	Lockdown measure		n	";
"en	1255401456737361921	""Lockdown Pause";" fight against Covid""	fight	y	"
"en	1255432261840887810	Fight against COVID	fight	n	";
"en	1255432261840887810	Medical Professionals		y	";
"en	1255464418411982850	attainment of the SDGs		n	";
"en	1255464418411982850	Corona virus		n	";
"en	1255464418411982850	fight against the virus	fight	n	";
"en	1255464418411982850	Social distancing		n	";
"en	1255464418411982850	threat to lives	threat	y	";
"en	1255483589409587201	fight against COVID	fight	n	";
"en	1255483589409587201	<USER> tvcnewsng aitonline		y	";
"en	1255501850893312005	war with COVID	war	n	";
"en	1255502378113138694	zombie mask		n	";
"en	1255534692612345859	Coronavirus cytokines storm	storm	y	";
"en	1255534692612345859	fatal cases of COVID		y	";
"en	1255534692612345859	immune response		n	";
"en	1255571280037924871	American Son		n	";
"en	1255571280037924871	American Son		n	";
"en	1255571280037924871	front line COVID	front	y	";
"en	1255571280037924871	workers today		n	";
"en	1255681387560161280	real fight with Corona	fight	n	";
"en	1255790768477941761	creative family		y	";
"en	1255790768477941761	last comment on Twitter		y	";
"en	1255790768477941761	medical frontlines of coronavirus	frontline	n	";
"en	1255847783824842759	fight against coronavirus	fight	y	";
"en	1255847783824842759	government guidelines		n	";
"en	1255847783824842759	hand sanitiser		y	";
"en	1255847783824842759	host of items		n	";
"en	1255889120871755777	corona isolation brain fog	fog	y	";
"en	1255889120871755777	days of the week		n	";
"en	1255930189328105473	BIG THANKS		n	";
"en	1255930189328105473	FRONT LINE OF CORONA	front	n	";
"en	1255966722030526465	front lines of the coronavirus pandemic	front	y	";
"en	1255966722030526465	lives of US veterans		n	";
"en	1256091435591442433	COVID19 <SYMBOL> on the frontline	frontline	y	";
"en	1256091435591442433	innumerous workers		n	";
"en	1256098627157721088	coronavirus fighting	fighting	n	";
"en	1256109900012412928	celebration in the honour of labourers		y	";
"en	1256109900012412928	corona frontline workers	frontline	n	";
"en	1256109900012412928	sanitary workers		n	";
"en	1256156907040980992	Happy Labour Day		y	";
"en	1256156907040980992	Pendamic across the world		n	";
"en	1256156907040980992	frontline health workers	frontline	y	";
"en	1256200107143434240	enough precautions		n	";
"en	1256200107143434240	frontline worker in this pandemic situation	frontline	y	";
"en	1256200107143434240	international workers day		n	";
"en	1256262847174074368	F15C fighter jets		y	";
"en	1256262847174074368	frontline workers during the Covid	frontline	n	";
"en	1256262847174074368	military flyover of the city		n	";
"en	1256283702272933894	covid <number> outbreaks		n	";
"en	1256283702272933894	struggle for workers rights	struggle	n	not covid rel";
"en	1256309073995325443	coronavirus killer	killer	n	";
"en	1256309073995325443	vinegar at Sonoma		y	";
"en	1256321055913676801	frontline workers	frontline	n	";
"en	1256350374719631364	amazing feat		y	";
"en	1256350374719631364	covid19 warriors	warrior	y	";
"en	1256350374719631364	few days		y	";
"en	1256378122070622208	frontline heroes during COVID <NUMBER> pandemic	frontline	n	";
"en	1256378122070622208	PPE face shields		y	";
"en	1256378122070622208	Verdugo Hospital today		n	";
"en	1256401692079329280	Covid <NUMBER> Peace		n	";
"en	1256401692079329280	God for forgiveness		y	";
"en	1256401692079329280	new month May		n	";
"en	1256403493381955586	battle field	battle	n	";
"en	1256403493381955586	covid center of the South		n	";
"en	1256403493381955586	covid warriors	warrior	y	";
"en	1256415346355036160	end of coronavirus	end	y	";
"en	1256415346355036160	frontliners in the fight against the deadly pandemic virus	fight	n	";
"en	1256415346355036160	safety precautions		n	";
"en	1256573828303642624	healthworkers on the frontline for COVID	frontline	n	";
"en	1256573828303642624	registration services		n	";
"en	1256573828303642624	testing site		n	";
"en	1256579118931607557	COVID cloud	cloud	n	";
"en	1256579118931607557	creative productivity		y	";
"en	1256579118931607557	hard things with style		n	";
"en	1256579118931607557	odd return to home		n	";
"en	1256619931938050050	front line Covid workers	front	n	";
"en	1256632389620695043	FRONTLINE WORKERS	frontline	n	";
"en	1256646345273815040	Bottom right		y	";
"en	1256646345273815040	clear ice skills		y	";
"en	1256646345273815040	covid19boredom clearice		y	";
"en	1256646345273815040	pre pandemic ice standard		n	";
"en	1256646345273815040	weeks of COVID		y	";
"en	1256648925961846784	AmericaStrong flyover		n	";
"en	1256648925961846784	frontline COVID responders	frontline	n	";
"en	1256666391752687616	AmericaStrong flyover		n	";
"en	1256666391752687616	duo in a sec		y	";
"en	1256666391752687616	First time outta the house		y	";
"en	1256666391752687616	lots of folks		y	";
"en	1256666391752687616	frontline covid19 responders	frontline	n	";
"en	1256722694952718336	killer vaccine	killer	n	";
"en	1256722694952718336	guinea pigs	guinea_pig	y	";
"en	1256722694952718336	vaccine trials		n	";
"en	1256816496355008512	fight against covid19 pandemic	fight	y	";
"en	1256816496355008512	Delhi in order		n	";
"en	1256816496355008512	flowers petals on the police war memorial		y	";
"en	1256816496355008512	tribute to police officials		y	";
"en	1256818116488765440	corona bogeyman	bogeyman	n	";
"en	1256840372069691395	gratitude towards the frontline Corona	frontline	n	";
"en	1256856240396791808	battle against the COVID	battle	n	";
"en	1256856240396791808	silent prayers		y	";
"en	1256864624244334592	big shoutout		n	";
"en	1256864624244334592	Covid <NUMBER> on the frontlines	frontline	n	";
"en	1256864624244334592	Nigerian s call		y	";
"en	1256865168606314497	covid19 warriors at gandhihospital hyderabad	warrior	n	";
"en	1256865168606314497	more sky shots		n	";
"en	1256871681727049728	NinjaWarriors in the fight against COVID19	NinjaWarriors,fight	y	";
"en	1256933165685497856	frontline workers	frontline	n	";
"en	1256933165685497856	COVID patients		n	";
"en	1256933165685497856	Real men		y	";
"en	1256933165685497856	security guard Carlton		n	";
"en	1256957185654960129	eternal peace HERO	hero,peace	n	";
"en	1256957185654960129	great sadness		n	";
"en	1256957185654960129	heavy heart		n	";
"en	1256957185654960129	valiant fight against Covid	fight	n	";
"en	1257014103123599362	more coronavirus rules		n	";
"en	1257014103123599362	other day		y	";
"en	1257014103123599362	work in the frontline	frontline	n	";
"en	1257016523476144130	crucial time		n	";
"en	1257016523476144130	daily meals to the families		y	";
"en	1257016523476144130	fight with corona virus	fight	n	";
"en	1257023526663606272	Day <NUMBER> Combination of the weather		y	";
"en	1257023526663606272	Dystopia series		y	";
"en	1257023526663606272	parks haven t		n	";
"en	1257028767316430848	last one		n	";
"en	1257028767316430848	new covid19 ramp		n	";
"en	1257028767316430848	yorkdevilshockey at East		n	";
"en	1257118308240961537	coronavirus threat	threat	n	";
"en	1257118308240961537	Des Moines school district		y	";
"en	1257118308240961537	sack lunches		y	";
"en	1257168067282341888	Fight Against Covid	fight	y	";
"en	1257231374135721986	Dear commuters		y	";
"en	1257231374135721986	fight against COVID	fight	n	";
"en	1257235439695671306	Covid warriors	warrior	n	";
"en	1257235439695671306	fav films		n	";
"en	1257235439695671306	fav songs		y	";
"en	1257235439695671306	last nights Covid		y	";
"en	1257235439695671306	lovely bro		n	";
"en	1257272423432564737	coronavirus pandemic		y	";
"en	1257272423432564737	front line health care	front	n	";
"en	1257272423432564737	invisible army of nonmedical workers	army	n	";
"en	1257272423432564737	undisputed toll on doctors	toll	y	";
"en	1257385892710359043	medical supplies for coronavirus fight	fight	n	";
"en	1257385892710359043	state consortium		n	";
"en	1257406617517203456	humble team		y	";
"en	1257406617517203456	professionals in the COVID unit at Toronto		y	";
"en	1257406617517203456	frontline health professionals	frontline	n	";
"en	1257430132035391492	Healthcare workers Heros on the front line 	hero,front_line	n	";
"en	1257430132035391492	personal perspective		n	";
"en	1257439611741224967	Cleveland Clinic in the fight against COVID	fight	y	";
"en	1257439611741224967	emergency response to COVID		y	";
"en	1257439611741224967	global day		n	";
"en	1257491877110005760	cloud of coronavirus	cloud	y	";
"en	1257491877110005760	divine way		y	";
"en	1257491877110005760	economic collapse		n	";
"en	1257529434384498688	doctors frontline workers	frontline	n	";
"en	1257546973772734465	global threat like COVID	threat	n	";
"en	1257546973772734465	good times		n	";
"en	1257546973772734465	person on the planet		n	";
"en	1257561258632663046	beautiful people on the planet		n	";
"en	1257561258632663046	nurses on the frontline of this fucking Covid	frontline	n	";
"en	1257580903070609408	fight against corona	fight	n	";
"en	1257580903070609408	small role		n	";
"en	1257749948164177920	deadly virus	deadly	n	";
"en	1257749948164177920	front line of the COVID crisis	front	n	";
"en	1257749948164177920	years of service		y	";
"en	1257758101467312129	bomb ass mask from Levy		n	";
"en	1257758101467312129	extra goodies		n	";
"en	1257861529237676033	<NUMBER> mph wind gusts		n	";
"en	1257861529237676033	college since the Covid lockdown		y	";
"en	1257861529237676033	crazy dust storms		n	";
"en	1257861529237676033	Haven t		n	";
"en	1257861529237676033	latest wave of toyz		y	";
"en	1257933984463556608	hospital wards		n	";
"en	1257933984463556608	Micro x		y	";
"en	1257933984463556608	mobile X ray system		y	";
"en	1257933984463556608	production in the fight against CoVid	fight	n	";
"en	1257997940234129409	break for lunch		n	";
